ID,Paved Drive,BsmtExposure,BsmtUnfinishedArea,ProximityToMainRoad2,KitchenQuality,SaleCondition,LivingArea,Lot Config,FenceQuality,SaleType,HalfBaths,Neighborhood,HeatingQuality,LotFrontage,RoofMaterial,Exterior1,Foundation,HouseType,YearRemodelled,MasVnrArea,Misc Feature,GarageFinish,ExteriorQual,UtilitiesAvailable,HouseStyle,MasVnrType,FireplaceQuality,EnclosedPorchArea,BsmtCondition,PoolSize,BsmtHeight,BsmtFullBaths,ScreenPorchArea,Misc,BsmtFinishType2,TotalRooms,YearBuilt,YearSold,BsmtFinish2Area,PoolQuality,OpenPorchArea,Fireplaces,RoofType,Functional,ExteriorCond,GarageCondition,TotalBsmtArea,Electrical,SeasonPorchArea,LowQualityFinishArea,ProximityToMainRoad,BsmtHalfBaths,GarageQuality,WoodDeckArea,ZoningClass,Bedrooms,TypeOfAlleyAccess,FullBaths,OverallRating,BsmtFinishType1,TypeOfRoadAccess,MonthSold,GarageCars,Shape,Flatness,HeatingType,Central Air,SlopeOfProperty,Exterior2,GarageArea,BsmtFinish1Area,Quality,GarageType,LotSize,Kitchens,GarageYearBuilt,BuildingClass,2ndFloorArea,1stFloorArea,SalePrice
485,Y,No,1464.0,Norm,Gd,Normal,2161,Inside,,WD ,1,CollgCr,Ex,,CompShg,VinylSd,PConc,1Fam,2001,227.0,,RFn,Gd,AllPub,2Story,BrkFace,TA,0,TA,0,Gd,0.0,0,0,Unf,8,2001,2008,0.0,,84,1,Gable,Typ,TA,TA,1464.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,2,5,Unf,Pave,6,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,570.0,0.0,7,Attchd,10400,1,2001.0,60,1123,2334,270906
486,Y,Mn,476.0,Norm,Gd,Normal,2439,Inside,,WD ,1,CollgCr,Ex,,CompShg,VinylSd,PConc,1Fam,2001,256.0,,Fin,Gd,AllPub,2Story,BrkFace,TA,0,TA,0,Gd,1.0,0,0,Unf,7,2001,2007,0.0,,121,1,Gable,Typ,TA,TA,1738.0,SBrkr,0,0,Norm,0.0,TA,184,RL,4,,2,5,GLQ,Pave,1,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,560.0,1262.0,8,Attchd,12728,1,2001.0,60,1160,2575,319856
487,Y,No,542.0,Norm,Gd,Normal,1868,CulDSac,,WD ,1,NWAmes,Ex,,CompShg,Plywood,CBlock,1Fam,1976,44.0,,Unf,TA,AllPub,2Story,BrkFace,TA,0,TA,0,TA,1.0,0,0,Unf,9,1976,2009,0.0,,96,1,Gable,Typ,Gd,TA,987.0,SBrkr,0,0,PosN,0.0,TA,448,RL,4,,2,7,ALQ,Pave,10,2.0,IR1,Lvl,GasA,Y,Gtl,Plywood,484.0,445.0,5,Attchd,10304,1,1976.0,60,1032,2132,234606
488,Y,No,102.0,Norm,TA,Abnorml,1920,Inside,,WD ,2,SWISU,Ex,64.0,CompShg,Stucco,BrkTil,Duplex,1950,0.0,,Unf,TA,AllPub,2.5Unf,None,Gd,121,TA,0,TA,2.0,0,0,Rec,10,1930,2008,720.0,,0,2,Gable,Typ,TA,TA,1167.0,SBrkr,0,0,Norm,0.0,TA,248,RL,4,,2,7,ALQ,Pave,7,2.0,Reg,Lvl,GasA,Y,Gtl,Stucco,480.0,345.0,6,Detchd,7804,2,1930.0,90,1212,2004,195446
489,Y,No,1323.0,Norm,TA,Normal,1116,Corner,,WD ,1,NAmes,TA,87.0,CompShg,Wd Sdng,CBlock,1Fam,1962,261.0,,Unf,TA,AllPub,1Story,BrkFace,,0,TA,0,TA,0.0,385,0,Unf,5,1962,2010,0.0,,0,0,Hip,Typ,TA,TA,1323.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,1,6,Unf,Pave,2,2.0,IR1,Lvl,GasA,Y,Gtl,Wd Sdng,440.0,0.0,6,Attchd,10000,1,1962.0,20,252,2160,193356
490,N,No,383.0,Norm,Gd,Normal,1350,Corner,MnPrv,WD ,1,Sawyer,Gd,63.0,CompShg,Wd Sdng,BrkTil,1Fam,1973,0.0,,Unf,TA,AllPub,1.5Fin,None,,0,TA,0,TA,1.0,0,0,Unf,6,1941,2008,0.0,,0,0,Gable,Min1,TA,TA,783.0,SBrkr,0,0,Norm,0.0,TA,0,RL,2,,1,7,ALQ,Pave,6,3.0,Reg,Lvl,GasA,Y,Gtl,Wd Sdng,627.0,400.0,5,2Types,8375,1,1973.0,50,738,1908,184996
491,N,No,1040.0,Norm,Gd,Normal,1848,Inside,,WD ,1,BrkSide,Gd,64.0,CompShg,Wd Sdng,BrkTil,1Fam,2000,0.0,,Unf,TA,AllPub,1.5Fin,None,Gd,0,TA,0,TA,0.0,220,0,Unf,8,1923,2008,0.0,,0,1,Gambrel,Typ,TA,TA,1040.0,SBrkr,0,0,Norm,0.0,TA,0,RL,4,Pave,1,7,Unf,Pave,6,2.0,Reg,Bnk,GasA,Y,Gtl,Wd Sdng,370.0,0.0,6,Detchd,13053,1,1922.0,50,1047,2097,245056
492,Y,No,559.0,Norm,TA,Normal,1442,Inside,,WD ,1,Timber,Gd,73.0,CompShg,VinylSd,PConc,1Fam,2007,0.0,,Fin,TA,AllPub,SLvl,None,,0,TA,0,Gd,0.0,0,0,Unf,6,2006,2008,0.0,,0,0,Gable,Typ,TA,TA,559.0,SBrkr,0,0,Norm,0.0,TA,100,RL,3,,2,5,Unf,Pave,4,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,400.0,0.0,5,BuiltIn,9802,1,2007.0,80,982,1756,207106
493,Y,Mn,102.0,Norm,Gd,Normal,1347,Inside,,WD ,0,OldTown,Gd,69.0,CompShg,MetalSd,CBlock,1Fam,1957,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,1.0,0,0,Rec,6,1957,2010,1114.0,,0,0,Hip,Typ,TA,TA,1554.0,SBrkr,0,0,Norm,1.0,TA,0,RM,3,Grvl,1,7,BLQ,Pave,6,2.0,Reg,Bnk,GasA,Y,Mod,MetalSd,551.0,338.0,5,Detchd,5805,1,1957.0,20,252,2391,174656
494,Y,No,485.0,Norm,TA,Abnorml,894,Inside,,WD ,0,Edwards,Ex,68.0,CompShg,MetalSd,CBlock,1Fam,1954,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,0.0,0,0,Unf,5,1954,2007,0.0,,0,0,Gable,Typ,TA,TA,1101.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,1,5,LwQ,Pave,5,2.0,Reg,Bnk,GasA,Y,Mod,MetalSd,400.0,616.0,4,Detchd,9450,1,1999.0,20,252,1938,138356
495,Y,Av,1311.0,Norm,TA,Normal,1788,Inside,,WD ,0,ClearCr,Ex,,CompShg,Wd Sdng,CBlock,1Fam,1989,0.0,,Unf,TA,AllPub,1.5Fin,None,TA,0,TA,0,TA,1.0,0,0,Unf,8,1957,2009,0.0,,0,2,Gable,Min2,TA,TA,1311.0,FuseA,0,0,Norm,0.0,TA,120,RL,5,,1,5,Unf,Pave,11,1.0,Reg,Lvl,GasA,Y,Gtl,Wd Sdng,304.0,0.0,4,Attchd,11250,1,1957.0,50,936,2148,195006
496,Y,No,355.0,Norm,TA,Normal,1092,Inside,,WD ,1,MeadowV,TA,,CompShg,CemntBd,CBlock,TwnhsE,1973,0.0,,RFn,TA,AllPub,2Story,None,,0,TA,0,TA,0.0,0,0,Unf,6,1973,2010,0.0,,96,0,Gable,Typ,TA,TA,753.0,SBrkr,0,0,Norm,0.0,TA,120,RM,3,,1,5,BLQ,Pave,5,1.0,Reg,Lvl,GasA,Y,Gtl,CmentBd,286.0,398.0,4,Attchd,1974,1,1973.0,160,798,1590,109206
497,Y,Gd,1911.0,Norm,Ex,Normal,2758,CulDSac,,WD ,1,NridgHt,Ex,118.0,CompShg,MetalSd,PConc,1Fam,2006,365.0,,Fin,Gd,AllPub,2Story,BrkFace,Ex,0,TA,0,Ex,0.0,0,0,Unf,9,2005,2007,0.0,,55,1,Gable,Typ,TA,TA,1911.0,SBrkr,0,0,Norm,0.0,TA,282,RL,4,,2,5,Unf,Pave,5,3.0,IR1,Lvl,GasA,Y,Gtl,MetalSd,814.0,0.0,9,BuiltIn,13654,1,2005.0,60,1288,2766,477156
498,Y,Av,1003.0,Norm,Gd,Partial,1612,Corner,,New,1,Timber,Ex,81.0,CompShg,VinylSd,PConc,1Fam,2008,60.0,,Fin,Gd,AllPub,2Story,Stone,,0,TA,0,Gd,0.0,0,0,Unf,6,2008,2008,0.0,,64,0,Gable,Typ,TA,TA,1003.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,2,5,Unf,Pave,10,3.0,IR1,HLS,GasA,Y,Gtl,VinylSd,666.0,0.0,7,Attchd,12018,1,2008.0,60,1068,1840,257913
499,Y,No,221.0,Norm,Gd,Family,1731,Inside,,WD ,1,SawyerW,Ex,70.0,CompShg,HdBoard,PConc,1Fam,1993,0.0,Othr,RFn,Gd,AllPub,2Story,None,,0,TA,0,Gd,1.0,224,3000,Unf,7,1992,2006,0.0,,85,0,Gable,Typ,TA,TA,1043.0,SBrkr,0,0,Norm,0.0,TA,307,RL,3,,2,5,ALQ,Pave,10,2.0,IR2,Lvl,GasA,Y,Gtl,HdBoard,462.0,822.0,6,Attchd,9370,1,1992.0,60,1139,1888,290706
500,Y,No,543.0,Norm,Gd,Normal,1080,Inside,,WD ,0,SawyerW,Ex,63.0,CompShg,VinylSd,PConc,1Fam,2005,120.0,,,TA,AllPub,1Story,BrkFace,,0,TA,0,Gd,1.0,0,0,Unf,6,2004,2008,0.0,,0,0,Gable,Typ,TA,,1287.0,SBrkr,0,0,Norm,0.0,,0,RL,3,,1,5,GLQ,Pave,4,0.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,0.0,744.0,7,,7500,1,,20,252,2124,172456
501,Y,No,747.0,Norm,Gd,Normal,1337,Inside,,WD ,0,StoneBr,Gd,41.0,CompShg,HdBoard,PConc,TwnhsE,1993,0.0,,RFn,Gd,AllPub,1Story,None,TA,70,TA,0,Gd,1.0,0,0,Unf,5,1993,2008,0.0,,0,1,Gable,Typ,TA,TA,1544.0,SBrkr,168,0,Norm,0.0,TA,96,RL,2,,2,5,GLQ,Pave,10,2.0,IR1,HLS,GasA,Y,Gtl,HdBoard,462.0,797.0,8,Attchd,5395,1,1993.0,120,252,2381,215356
502,Y,No,411.0,Norm,TA,Normal,990,Inside,,WD ,0,CollgCr,Ex,65.0,CompShg,VinylSd,PConc,1Fam,1994,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,Gd,1.0,0,0,Unf,5,1994,2008,0.0,,0,0,Gable,Typ,TA,TA,1197.0,SBrkr,0,0,Norm,0.0,TA,168,RL,3,,1,7,GLQ,Pave,8,2.0,Reg,Low,GasA,Y,Mod,VinylSd,528.0,786.0,5,Detchd,9750,1,1997.0,20,252,2034,187856
503,Y,No,987.0,Norm,TA,Normal,1412,Inside,,WD ,0,BrkSide,Ex,50.0,CompShg,MetalSd,CBlock,1Fam,1950,0.0,,Unf,TA,AllPub,1.5Fin,None,Gd,0,TA,0,TA,0.0,0,0,Unf,6,1939,2009,0.0,,0,1,Gable,Typ,Fa,TA,987.0,FuseF,0,0,Norm,0.0,TA,45,RM,4,,1,6,Unf,Pave,5,1.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,280.0,0.0,6,Detchd,6000,1,1939.0,50,839,1869,163106
504,Y,No,1015.0,Norm,TA,Normal,1969,Inside,,WD ,1,NWAmes,TA,92.0,WdShake,WdShing,CBlock,1Fam,1977,0.0,,RFn,TA,AllPub,2Story,None,Gd,0,TA,0,Gd,0.0,276,0,Unf,8,1977,2007,0.0,,0,1,Mansard,Typ,TA,TA,1015.0,SBrkr,0,0,PosA,0.0,TA,0,RL,3,,2,6,Unf,Pave,11,2.0,Reg,Lvl,GasA,Y,Gtl,Plywood,534.0,0.0,7,Attchd,11952,1,1977.0,60,1060,2205,226356
505,Y,Gd,1489.0,Norm,Gd,Normal,1506,Inside,,WD ,0,Blmngtn,Ex,43.0,CompShg,VinylSd,PConc,TwnhsE,2005,145.0,,Fin,Gd,AllPub,1Story,BrkFace,Gd,0,TA,0,Gd,0.0,0,0,Unf,6,2005,2006,0.0,,20,1,Gable,Typ,TA,TA,1569.0,SBrkr,0,0,Norm,0.0,TA,142,RL,2,,2,5,GLQ,Pave,4,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,440.0,80.0,7,Attchd,3013,1,2005.0,120,252,2550,252195
506,Y,No,547.0,Norm,Gd,Normal,1479,Inside,,WD ,1,NWAmes,Ex,78.0,CompShg,MetalSd,CBlock,1Fam,2003,306.0,,RFn,Gd,AllPub,2Story,BrkFace,TA,0,TA,0,Gd,0.0,0,0,Unf,6,1981,2007,0.0,,72,1,Gable,Typ,TA,TA,932.0,SBrkr,0,0,Norm,0.0,TA,167,RL,3,,2,7,ALQ,Pave,3,2.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,484.0,385.0,7,Attchd,12090,1,1981.0,60,1006,1769,210956
507,Y,No,1015.0,Norm,TA,Normal,1593,Corner,MnPrv,WD ,1,Gilbert,Gd,,CompShg,VinylSd,PConc,1Fam,1993,0.0,,RFn,TA,AllPub,2Story,None,TA,0,TA,0,Gd,0.0,0,0,Unf,7,1992,2009,0.0,,40,1,Gable,Typ,TA,TA,1015.0,SBrkr,0,0,Norm,0.0,TA,342,RL,3,,2,5,Unf,Pave,12,2.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,389.0,0.0,6,BuiltIn,9636,1,1993.0,60,1037,1852,213156
508,Y,No,617.0,Norm,Ex,Normal,1288,Inside,,WD ,1,Veenker,Ex,38.0,CompShg,BrkFace,PConc,TwnhsE,1996,0.0,,Fin,Gd,AllPub,1Story,None,Gd,0,TA,0,Gd,1.0,224,0,Unf,4,1996,2008,0.0,,30,2,Gable,Typ,TA,TA,1467.0,SBrkr,0,0,Norm,0.0,TA,120,RL,1,,1,5,GLQ,Pave,12,2.0,IR2,Lvl,GasA,Y,Gtl,BrkFace,500.0,850.0,8,Attchd,14963,1,1996.0,120,252,2332,287406
509,Y,No,711.0,Feedr,TA,Normal,1252,Inside,MnPrv,WD ,0,BrkSide,Gd,92.0,CompShg,AsbShng,PConc,1Fam,1991,0.0,,Unf,TA,AllPub,1.5Fin,None,,0,TA,0,Fa,0.0,0,0,Unf,5,1908,2006,0.0,,0,0,Gable,Typ,TA,TA,711.0,SBrkr,0,0,RRAn,0.0,TA,104,RL,3,,1,8,Unf,Pave,6,2.0,IR1,Lvl,GasA,Y,Gtl,Plywood,576.0,0.0,5,Attchd,7438,1,1986.0,50,568,1980,157056
510,Y,No,413.0,Norm,TA,Normal,1206,Inside,,WD ,0,NAmes,Fa,87.0,CompShg,MetalSd,CBlock,1Fam,1959,91.0,,RFn,TA,AllPub,1Story,BrkFace,,0,TA,0,TA,0.0,0,0,Unf,6,1959,2010,0.0,,21,0,Hip,Typ,TA,TA,1413.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,1,5,Rec,Pave,5,1.0,IR1,Lvl,GasA,Y,Gtl,MetalSd,312.0,1000.0,5,Attchd,10725,1,1959.0,20,252,2250,136747
511,Y,No,686.0,Norm,TA,Normal,1050,Inside,,WD ,1,NAmes,Ex,,CompShg,Plywood,CBlock,1Fam,1971,178.0,,Unf,TA,AllPub,1Story,BrkFace,,0,TA,0,Gd,1.0,0,0,Unf,6,1971,2009,0.0,,0,0,Gable,Typ,TA,TA,1250.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,1,7,ALQ,Pave,7,1.0,IR1,Lvl,GasA,Y,Gtl,Plywood,336.0,564.0,5,Attchd,8510,1,1971.0,20,252,2094,174656
512,N,,0.0,Norm,Fa,AdjLand,1152,Inside,,WD ,0,Edwards,TA,65.0,CompShg,AsbShng,PConc,Duplex,1955,0.0,,,TA,AllPub,1Story,None,,0,,0,,0.0,0,0,,6,1955,2008,0.0,,0,0,Gable,Typ,TA,,0.0,FuseP,0,0,Norm,0.0,,0,RL,2,,2,5,,Pave,6,0.0,Reg,Lvl,GasA,N,Gtl,Plywood,0.0,0.0,4,,6040,2,,90,0,2196,107556
513,Y,Gd,173.0,Norm,Gd,Normal,1646,Inside,,WD ,0,Crawfor,Ex,44.0,CompShg,CemntBd,PConc,TwnhsE,2005,186.0,,Fin,Gd,AllPub,1Story,Stone,Gd,0,TA,0,Ex,1.0,155,0,Unf,5,2004,2006,0.0,,53,1,Hip,Typ,TA,TA,1801.0,SBrkr,0,0,Norm,1.0,TA,128,RM,2,,2,5,GLQ,Pave,12,2.0,IR1,HLS,GasA,Y,Mod,CmentBd,525.0,1628.0,8,Attchd,3842,1,2004.0,120,252,2690,347356
514,Y,No,1631.0,Norm,TA,Normal,1442,Corner,,WD ,0,Gilbert,Ex,99.0,CompShg,HdBoard,PConc,1Fam,1990,0.0,,RFn,TA,AllPub,1Story,None,,0,TA,0,Gd,0.0,0,0,Unf,5,1990,2009,0.0,,34,0,Gable,Typ,TA,TA,1631.0,SBrkr,508,0,Norm,0.0,TA,0,RL,3,,2,5,Unf,Pave,5,2.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,500.0,0.0,7,Attchd,11851,1,1990.0,20,252,2486,215906
515,Y,Av,387.0,Norm,TA,Abnorml,1320,Inside,,WD ,0,Sawyer,Ex,96.0,CompShg,VinylSd,CBlock,1Fam,1966,97.0,,RFn,TA,AllPub,SLvl,BrkFace,Fa,240,TA,0,TA,1.0,0,0,ALQ,6,1966,2006,592.0,,68,2,Gable,Typ,TA,TA,1371.0,SBrkr,0,0,Norm,0.0,TA,160,RL,3,,1,6,LwQ,Pave,5,2.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,564.0,392.0,5,Attchd,11777,1,1966.0,80,252,2364,198306
516,Y,No,229.0,Norm,Gd,Normal,1802,CulDSac,,WD ,1,SawyerW,Ex,87.0,CompShg,VinylSd,PConc,1Fam,1993,85.0,,RFn,Gd,AllPub,2Story,BrkFace,Gd,0,TA,0,Gd,0.0,0,0,Unf,8,1993,2010,0.0,,92,1,Gable,Typ,Gd,TA,1153.0,SBrkr,0,0,Norm,1.0,TA,450,RL,3,,2,7,GLQ,Pave,5,4.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,1017.0,924.0,6,2Types,12361,1,2000.0,60,1090,2008,257156
517,N,No,143.0,Norm,Fa,Normal,438,Inside,,WD ,0,SWISU,TA,60.0,CompShg,Wd Sdng,CBlock,1Fam,1950,0.0,,Unf,TA,AllPub,1Story,None,,0,Fa,0,TA,0.0,0,0,Unf,3,1920,2009,0.0,,0,0,Gable,Typ,TA,TA,497.0,FuseF,0,0,Norm,0.0,TA,0,RL,1,,1,5,Rec,Pave,1,1.0,Reg,Bnk,GasA,N,Gtl,Wd Sdng,246.0,354.0,2,Detchd,8400,1,1930.0,30,252,1482,83356
518,Y,No,1435.0,Norm,Gd,Normal,1228,CulDSac,MnPrv,WD ,1,Sawyer,Gd,,CompShg,HdBoard,CBlock,1Fam,2006,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,0.0,0,0,Unf,6,1966,2008,0.0,,65,0,Gable,Typ,TA,TA,1435.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,1,6,Unf,Pave,6,1.0,IR1,Lvl,GasA,Y,Gtl,HdBoard,271.0,0.0,5,Attchd,8544,1,1966.0,20,252,2272,181641
519,Y,Gd,691.0,Norm,TA,Normal,1042,Inside,GdPrv,WD ,0,NAmes,TA,80.0,CompShg,HdBoard,CBlock,1Fam,1965,98.0,,RFn,TA,AllPub,SLvl,BrkFace,,0,TA,0,TA,0.0,0,0,Unf,5,1965,2007,0.0,,0,0,Gable,Typ,TA,TA,1249.0,SBrkr,0,0,Norm,0.0,TA,192,RL,3,,2,5,GLQ,Pave,5,2.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,440.0,558.0,6,Attchd,9200,1,1965.0,80,252,2086,194456
520,Y,Av,329.0,Norm,Gd,Normal,848,Inside,,WD ,0,CollgCr,Ex,,CompShg,VinylSd,PConc,TwnhsE,2004,169.0,,RFn,Gd,AllPub,1Story,BrkFace,,0,TA,0,Gd,1.0,0,0,Unf,3,2004,2010,0.0,,0,0,Gable,Typ,TA,TA,1055.0,SBrkr,0,0,Norm,0.0,TA,160,RM,1,,1,5,GLQ,Pave,5,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,420.0,726.0,6,Attchd,4426,1,2004.0,120,252,1892,174656
521,Y,No,335.0,Norm,Gd,Normal,1479,CulDSac,,WD ,1,Sawyer,Ex,,CompShg,HdBoard,CBlock,1Fam,2005,289.0,,RFn,Gd,AllPub,2Story,BrkFace,,0,TA,0,TA,0.0,0,0,Unf,6,1976,2010,0.0,,44,0,Gable,Typ,TA,TA,932.0,SBrkr,0,0,RRAe,0.0,TA,0,RL,3,,2,8,GLQ,Pave,3,2.0,IR1,Lvl,GasA,Y,Gtl,Plywood,475.0,597.0,6,Attchd,13517,1,1976.0,60,1006,1769,160906
522,N,No,1023.0,Norm,Gd,Normal,1416,Inside,,WD ,0,Sawyer,Ex,,CompShg,Wd Sdng,BrkTil,1Fam,2007,0.0,,Unf,TA,AllPub,1Story,None,,112,TA,0,TA,0.0,0,0,Unf,7,1918,2007,0.0,,0,0,Gable,Typ,Gd,TA,1023.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,2,7,Unf,Pave,8,2.0,Reg,Lvl,GasA,Y,Gtl,Wd Sdng,576.0,0.0,5,Attchd,25339,1,2007.0,30,252,2460,140556
523,Y,No,1612.0,Norm,Gd,Normal,1405,Inside,,WD ,0,NridgHt,Ex,48.0,CompShg,VinylSd,PConc,TwnhsE,2003,163.0,,RFn,Gd,AllPub,1Story,Stone,TA,0,TA,0,Gd,0.0,0,0,Unf,6,2003,2009,0.0,,36,1,Gable,Typ,TA,TA,1612.0,SBrkr,0,0,Norm,0.0,TA,148,RL,2,,2,5,Unf,Pave,11,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,478.0,0.0,7,Attchd,3480,1,2003.0,120,252,2449,207656
524,Y,No,219.0,Norm,Gd,Normal,1923,Inside,,WD ,1,NoRidge,Ex,107.0,CompShg,HdBoard,PConc,1Fam,1992,0.0,,RFn,Gd,AllPub,2Story,None,TA,0,TA,0,Gd,1.0,0,0,Unf,8,1992,2010,0.0,,39,1,Gable,Typ,TA,TA,957.0,SBrkr,0,0,Norm,0.0,TA,240,RL,3,,2,5,GLQ,Pave,6,2.0,IR1,Lvl,GasA,Y,Gtl,HdBoard,564.0,738.0,7,Attchd,10186,1,1992.0,60,1114,2105,226356
525,Y,No,1491.0,Norm,Gd,Normal,1448,Inside,,WD ,0,Somerst,Ex,75.0,CompShg,VinylSd,PConc,1Fam,2007,238.0,,RFn,Gd,AllPub,1Story,Stone,Gd,0,TA,0,Gd,0.0,0,0,Unf,6,2006,2009,0.0,,140,1,Gable,Typ,TA,TA,1579.0,SBrkr,0,0,Norm,0.0,TA,0,FV,2,,2,5,GLQ,Pave,6,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,692.0,88.0,8,Attchd,7500,1,2006.0,20,252,2492,279706
526,Y,No,1047.0,Norm,TA,Normal,1605,Corner,,WD ,0,OldTown,Gd,60.0,CompShg,VinylSd,CBlock,1Fam,1950,0.0,,Unf,Gd,AllPub,2Story,None,,202,TA,0,Fa,0.0,0,0,Unf,8,1915,2010,0.0,,0,0,Gambrel,Typ,Gd,TA,1047.0,SBrkr,0,0,Norm,0.0,TA,0,RM,3,,2,6,Unf,Pave,5,1.0,Reg,Lvl,GasA,N,Gtl,VinylSd,379.0,0.0,3,Detchd,5790,2,1915.0,50,1017,1884,135496
527,Y,Gd,677.0,Norm,Ex,Partial,1680,Inside,,New,1,CollgCr,Ex,84.0,CompShg,VinylSd,PConc,1Fam,2009,242.0,,Fin,Ex,AllPub,1Story,Stone,Gd,0,TA,0,Ex,1.0,0,0,Unf,8,2009,2009,0.0,,24,1,Hip,Typ,TA,TA,1762.0,SBrkr,0,0,Norm,0.0,TA,185,RL,1,,1,5,GLQ,Pave,7,3.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,1138.0,1085.0,9,Attchd,10933,1,2009.0,20,252,2724,372944
528,Y,No,1247.0,Norm,TA,Abnorml,2128,Inside,,WD ,0,OldTown,TA,50.0,CompShg,MetalSd,BrkTil,Duplex,1950,0.0,,,TA,AllPub,2Story,None,,0,Fa,0,TA,0.0,0,0,Unf,11,1922,2009,0.0,,56,0,Hip,Sev,TA,,1247.0,SBrkr,0,0,Norm,0.0,,0,RM,4,Grvl,2,1,Unf,Pave,9,0.0,Reg,Bnk,GasA,N,Gtl,MetalSd,0.0,0.0,5,,3000,2,,90,1292,2132,86106
529,Y,Mn,541.0,Norm,TA,Normal,1588,Inside,,WD ,1,NAmes,Gd,60.0,CompShg,MetalSd,CBlock,1Fam,1967,0.0,,Unf,TA,AllPub,1.5Fin,None,,0,TA,0,TA,0.0,0,0,Unf,6,1955,2008,0.0,,0,0,Gable,Typ,Gd,TA,975.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,1,6,GLQ,Pave,3,2.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,480.0,434.0,5,Detchd,7200,1,1955.0,50,816,2068,182356
530,Y,No,563.0,Norm,TA,Normal,980,Inside,,WD ,0,Sawyer,TA,71.0,CompShg,Plywood,CBlock,1Fam,1977,153.0,,Unf,TA,AllPub,1Story,BrkFace,,0,TA,0,TA,0.0,0,0,Unf,6,1977,2009,0.0,,0,0,Gable,Typ,TA,TA,1187.0,SBrkr,0,0,Norm,0.0,TA,192,RL,3,,1,6,BLQ,Pave,7,2.0,Reg,Lvl,GasA,Y,Gtl,Plywood,484.0,624.0,5,Detchd,7064,1,1986.0,20,252,2024,165856
531,N,No,840.0,Norm,TA,Normal,1820,Inside,GdPrv,WD ,0,BrkSide,Ex,60.0,CompShg,Wd Sdng,PConc,1Fam,1950,0.0,,Unf,TA,AllPub,1.5Fin,None,,0,TA,0,TA,1.0,0,0,Unf,8,1925,2008,0.0,,100,0,Gable,Typ,Gd,TA,1233.0,SBrkr,0,0,Norm,0.0,TA,0,RL,4,Pave,2,6,Rec,Pave,6,1.0,Reg,Lvl,GasA,Y,Gtl,Wd Sdng,240.0,393.0,7,Detchd,9120,1,1925.0,50,939,2177,219756
532,Y,No,1039.0,Norm,TA,Normal,1718,Corner,,WD ,1,Gilbert,Gd,74.0,CompShg,VinylSd,PConc,1Fam,1998,40.0,,Fin,TA,AllPub,2Story,BrkFace,TA,0,TA,0,Gd,0.0,291,0,Unf,7,1998,2009,0.0,,94,1,Gable,Typ,TA,TA,1039.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,2,5,Unf,Pave,12,2.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,427.0,0.0,7,Attchd,10141,1,1998.0,60,1085,1929,220856
533,Y,Av,329.0,Norm,Gd,Normal,848,Inside,,WD ,0,CollgCr,Ex,,CompShg,VinylSd,PConc,TwnhsE,2004,205.0,,RFn,Gd,AllPub,1Story,BrkFace,Gd,0,TA,0,Gd,1.0,0,0,Unf,3,2004,2008,0.0,,0,1,Gable,Typ,TA,TA,1055.0,SBrkr,0,0,Norm,0.0,TA,149,RM,1,,1,5,GLQ,Pave,1,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,420.0,726.0,6,Attchd,4438,1,2004.0,120,252,1892,181256
